 #  ,  Seconds
1,0.792
2,0.328
3,0.325
4,0.362
5,0.328
6,0.368
7,0.329
8,0.345
9,0.352
10,0.373
11,0.389
12,0.368
13,0.359
14,0.355
15,0.34
16,0.353
17,0.338
18,0.343
19,0.337
20,0.348
21,0.348
22,0.343
23,0.346
24,0.334
25,0.341
26,0.365
27,0.382
28,0.357
29,0.496
30,0.343
31,0.334
