 #  ,  Seconds
 1  ,  .128
 2  ,  .100
 3  ,  .098
 4  ,  .099
 5  ,  .102
 6  ,  .095
 7  ,  .096
 8  ,  .100
 9  ,  .096
 10  ,  .094
 11  ,  .094
 12  ,  .104
 13  ,  .091
 14  ,  .091
 15  ,  .090
 16  ,  .096
 17  ,  .091
 18  ,  .097
 19  ,  .091
 20  ,  .143
 21  ,  .122
 22  ,  .088
 23  ,  .058
 24  ,  .099
 25  ,  .086
 26  ,  .061
 27  ,  .059
 28  ,  .058
 29  ,  .058
 30  ,  .059
 31  ,  .059
 32  ,  .058
 33  ,  .059
 34  ,  .059
 35  ,  .059
 36  ,  .061
 37  ,  .058
 38  ,  .059
 39  ,  .059
 40  ,  .058
 41  ,  .059
 42  ,  .059
 43  ,  .061
 44  ,  .059
 45  ,  .059
 46  ,  .062
 47  ,  .059
 48  ,  .059
 49  ,  .059
 50  ,  .059
 51  ,  .059
 52  ,  .059
 53  ,  .059
 54  ,  .059
 55  ,  .060
 56  ,  .058
 57  ,  .059
 58  ,  .059
 59  ,  .059
 60  ,  .062
 61  ,  .059
 62  ,  .059
 63  ,  .059
 64  ,  .059
 65  ,  .059
 66  ,  .059
 67  ,  .058
 68  ,  .058
 69  ,  .059
 70  ,  .058
 71  ,  .059
 72  ,  .059
 73  ,  .059
 74  ,  .058
 75  ,  .059
 76  ,  .059
 77  ,  .059
 78  ,  .064
 79  ,  .059
 80  ,  .059
 81  ,  .059
 82  ,  .058
 83  ,  .059
 84  ,  .060
 85  ,  .059
 86  ,  .059
 87  ,  .060
 88  ,  .058
 89  ,  .059
 90  ,  .059
 91  ,  .059
 92  ,  .059
 93  ,  .060
 94  ,  .060
 95  ,  .059
 96  ,  .058
 97  ,  .059
 98  ,  .060
 99  ,  .059
 100  ,  .059
 101  ,  .069
 102  ,  .061
 103  ,  .059
 104  ,  .077
 105  ,  .058
 106  ,  .059
 107  ,  .059
 108  ,  .058
 109  ,  .058
 110  ,  .072
 111  ,  .059
 112  ,  .059
 113  ,  .059
 114  ,  .059
 115  ,  .061
 116  ,  .059
 117  ,  .062
 118  ,  .059
 119  ,  .059
 120  ,  .059
 121  ,  .058
 122  ,  .058
 123  ,  .059
 124  ,  .058
 125  ,  .062
 126  ,  .059
 127  ,  .059
 128  ,  .058
 129  ,  .062
 130  ,  .062
 131  ,  .059
 132  ,  .059
 133  ,  .060
 134  ,  .059
 135  ,  .059
 136  ,  .059
 137  ,  .058
 138  ,  .060
 139  ,  .058
 140  ,  .059
 141  ,  .062
 142  ,  .059
 143  ,  .058
 144  ,  .059
 145  ,  .059
 146  ,  .059
 147  ,  .058
 148  ,  .059
 149  ,  .059
 150  ,  .070
 151  ,  .060
 152  ,  .059
 153  ,  .059
 154  ,  .058
 155  ,  .059
 156  ,  .059
 157  ,  .059
 158  ,  .059
 159  ,  .059
 160  ,  .059
 161  ,  .059
 162  ,  .060
 163  ,  .059
 164  ,  .059
 165  ,  .059
 166  ,  .058
 167  ,  .059
 168  ,  .059
 169  ,  .059
 170  ,  .060
 171  ,  .061
 172  ,  .062
 173  ,  .061
 174  ,  .060
 175  ,  .060
 176  ,  .062
 177  ,  .061
 178  ,  .061
 179  ,  .061
 180  ,  .061
 181  ,  .060
 182  ,  .063
 183  ,  .062
 184  ,  .062
 185  ,  .062
 186  ,  .061
 187  ,  .058
 188  ,  .063
 189  ,  .059
 190  ,  .059
 191  ,  .061
 192  ,  .058
 193  ,  .059
 194  ,  .058
 195  ,  .059
 196  ,  .068
 197  ,  .059
 198  ,  .060
 199  ,  .061
 200  ,  .061
 201  ,  .061
 202  ,  .062
 203  ,  .063
 204  ,  .064
 205  ,  .062
 206  ,  .062
 207  ,  .061
 208  ,  .063
 209  ,  .063
 210  ,  .062
 211  ,  .064
 212  ,  .062
 213  ,  .062
 214  ,  .062
 215  ,  .059
 216  ,  .059
 217  ,  .059
 218  ,  .059
 219  ,  .062
 220  ,  .059
 221  ,  .059
 222  ,  .059
 223  ,  .059
 224  ,  .060
 225  ,  .059
 226  ,  .058
 227  ,  .059
 228  ,  .067
 229  ,  .060
 230  ,  .061
 231  ,  .058
 232  ,  .059
 233  ,  .059
 234  ,  .059
 235  ,  .059
 236  ,  .059
 237  ,  .059
 238  ,  .060
 239  ,  .062
 240  ,  .062
 241  ,  .061
 242  ,  .063
 243  ,  .062
 244  ,  .061
 245  ,  .061
 246  ,  .062
 247  ,  .059
 248  ,  .059
 249  ,  .059
 250  ,  .058
 251  ,  .059
 252  ,  .058
 253  ,  .059
 254  ,  .059
 255  ,  .059
 256  ,  .060
 257  ,  .068
 258  ,  .060
 259  ,  .059
 260  ,  .061
 261  ,  .059
 262  ,  .059
 263  ,  .059
 264  ,  .060
 265  ,  .061
 266  ,  .066
 267  ,  .063
 268  ,  .061
 269  ,  .060
 270  ,  .060
 271  ,  .059
 272  ,  .058
 273  ,  .059
 274  ,  .058
 275  ,  .058
 276  ,  .061
 277  ,  .059
 278  ,  .059
 279  ,  .059
 280  ,  .058
 281  ,  .059
 282  ,  .060
 283  ,  .058
 284  ,  .068
 285  ,  .063
 286  ,  .061
 287  ,  .062
 288  ,  .061
 289  ,  .062
 290  ,  .063
 291  ,  .062
 292  ,  .064
 293  ,  .061
 294  ,  .062
 295  ,  .061
 296  ,  .062
 297  ,  .064
 298  ,  .063
 299  ,  .060
 300  ,  .058
 301  ,  .059
 302  ,  .059
 303  ,  .058
 304  ,  .058
 305  ,  .059
 306  ,  .059
 307  ,  .059
 308  ,  .059
 309  ,  .059
 310  ,  .058
 311  ,  .059
 312  ,  .058
 313  ,  .061
 314  ,  .060
 315  ,  .063
 316  ,  .063
 317  ,  .062
